id,name,slug,party_key,party_label,chamber,constituency,photo_url,source_url,active,review_status
dep-97-costel-neculai-dunava,Costel Neculai Dunava,costel-neculai-dunava,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.4 BACĂU,/photos/portraits/dep-97-costel-neculai-dunava.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=97&cam=2&leg=2024,true,approved
dep-53-crina-fiorela-chilat,Crina-Fiorela Chilat,crina-fiorela-chilat,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.26 MARAMUREŞ,/photos/portraits/dep-53-crina-fiorela-chilat.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=53&cam=2&leg=2024,true,approved
dep-43-cristian-buican,Cristian Buican,cristian-buican,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.40 VÂLCEA,/photos/portraits/dep-43-cristian-buican.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=43&cam=2&leg=2024,true,approved
dep-250-cristian-alexandru-popa,Cristian-Alexandru Popa,cristian-alexandru-popa,POT,POT,Camera Deputatilor,circumscriptia electorala nr.8 BRAŞOV,/photos/portraits/dep-250-cristian-alexandru-popa.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=250&cam=2&leg=2024,true,approved
dep-65-cristian-emanuel-cimpan,Cristian-Emanuel Cîmpan,cristian-emanuel-cimpan,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.5 BIHOR,/photos/portraits/dep-65-cristian-emanuel-cimpan.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=65&cam=2&leg=2024,true,approved
dep-89-cristina-emanuela-dascalu,Cristina-Emanuela Dascălu,cristina-emanuela-dascalu,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.24 IAŞI,/photos/portraits/dep-89-cristina-emanuela-dascalu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=89&cam=2&leg=2024,true,approved
dep-47-cristina-irina-butura,Cristina-Irina Butură,cristina-irina-butura,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.3 ARGEŞ,/photos/portraits/dep-47-cristina-irina-butura.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=47&cam=2&leg=2024,true,approved
dep-260-cristina-madalina-pruna,Cristina-Mădălina Prună,cristina-madalina-pruna,USR,USR,Camera Deputatilor,circumscriptia electorala nr.42 BUCUREŞTI,/photos/portraits/dep-260-cristina-madalina-pruna.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=260&cam=2&leg=2024,true,approved
dep-163-csaba-konczei,Csaba Könczei,csaba-konczei,UDMR,UDMR,Camera Deputatilor,circumscriptia electorala nr.15 COVASNA,/photos/portraits/dep-163-csaba-konczei.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=163&cam=2&leg=2024,true,approved
dep-298-dan-tanasa,Dan Tanasă,dan-tanasa,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.8 BRAŞOV,/photos/portraits/dep-298-dan-tanasa.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=298&cam=2&leg=2024,true,approved
dep-11-dan-catalin-artimon,Dan-Cătălin Artimon,dan-catalin-artimon,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.2 ARAD,/photos/portraits/dep-11-dan-catalin-artimon.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=11&cam=2&leg=2024,true,approved
dep-229-dan-mihai-nicolae,Dan-Mihai Nicolae,dan-mihai-nicolae,POT,POT,Camera Deputatilor,circumscriptia electorala nr.31 PRAHOVA,/photos/portraits/dep-229-dan-mihai-nicolae.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=229&cam=2&leg=2024,true,approved
dep-132-daniel-grofu,Daniel Grofu,daniel-grofu,POT,POT,Camera Deputatilor,circumscriptia electorala nr.42 BUCUREŞTI,/photos/portraits/dep-132-daniel-grofu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=132&cam=2&leg=2024,true,approved
dep-60-daniel-catalin-ciornei,Daniel-Cătălin Ciornei,daniel-catalin-ciornei,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.26 MARAMUREŞ,/photos/portraits/dep-60-daniel-catalin-ciornei.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=60&cam=2&leg=2024,true,approved
dep-29-daniel-codrut-blaga,Daniel-Codruţ Blaga,daniel-codrut-blaga,USR,USR,Camera Deputatilor,circumscriptia electorala nr.16 DÂMBOVIŢA,/photos/portraits/dep-29-daniel-codrut-blaga.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=29&cam=2&leg=2024,true,approved
dep-27-daniel-razvan-biro,Daniel-Răzvan Biro,daniel-razvan-biro,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.28 MUREŞ,/photos/portraits/dep-27-daniel-razvan-biro.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=27&cam=2&leg=2024,true,approved
dep-277-denes-seres,Dénes Seres,denes-seres,UDMR,UDMR,Camera Deputatilor,circumscriptia electorala nr.33 SĂLAJ,/photos/portraits/dep-277-denes-seres.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=277&cam=2&leg=2024,true,approved
dep-99-diana-enache,Diana Enache,diana-enache,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.4 BACĂU,/photos/portraits/dep-99-diana-enache.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=99&cam=2&leg=2024,true,approved
dep-287-diana-stoica,Diana Stoica,diana-stoica,USR,USR,Camera Deputatilor,circumscriptia electorala nr.42 BUCUREŞTI,/photos/portraits/dep-287-diana-stoica.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=287&cam=2&leg=2024,true,approved
dep-48-diana-anda-buzoianu,Diana-Anda Buzoianu,diana-anda-buzoianu,USR,USR,Camera Deputatilor,circumscriptia electorala nr.42 BUCUREŞTI,/photos/portraits/dep-48-diana-anda-buzoianu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=48&cam=2&leg=2024,true,approved
dep-58-doinita-ciocan,Doiniţa Ciocan,doinita-ciocan,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.9 BRĂILA,/photos/portraits/dep-58-doinita-ciocan.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=58&cam=2&leg=2024,true,approved
dep-325-dorel-vulpoiu,Dorel Vulpoiu,dorel-vulpoiu,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.18 GALAŢI,/photos/portraits/dep-325-dorel-vulpoiu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=325&cam=2&leg=2024,true,approved
dep-251-dorin-popa,Dorin Popa,dorin-popa,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.3 ARGEŞ,/photos/portraits/dep-251-dorin-popa.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=251&cam=2&leg=2024,true,approved
dep-215-doru-lucian-musat,Doru-Lucian Muşat,doru-lucian-musat,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.33 SĂLAJ,/photos/portraits/dep-215-doru-lucian-musat.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=215&cam=2&leg=2024,true,approved
dep-331-dragos-gabriel-zisopol,Dragoş Gabriel Zisopol,dragos-gabriel-zisopol,MINORITATI,Minoritati,Camera Deputatilor,,/photos/portraits/dep-331-dragos-gabriel-zisopol.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=331&cam=2&leg=2024,true,approved
dep-57-dragos-fanica-ciobotaru,Dragoş-Fănică Ciobotaru,dragos-fanica-ciobotaru,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.41 VRANCEA,/photos/portraits/dep-57-dragos-fanica-ciobotaru.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=57&cam=2&leg=2024,true,approved
dep-74-dragos-florin-coman,Dragoş-Florin Coman,dragos-florin-coman,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.12 CĂLĂRAŞI,/photos/portraits/dep-74-dragos-florin-coman.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=74&cam=2&leg=2024,true,approved
dep-200-dumitrina-mitrea,Dumitrina Mitrea,dumitrina-mitrea,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.29 NEAMŢ,/photos/portraits/dep-200-dumitrina-mitrea.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=200&cam=2&leg=2024,true,approved
dep-3-dumitrita-albu,Dumitriţa Albu,dumitrita-albu,NEAFILIATI,Neafiliati,Camera Deputatilor,circumscriptia electorala nr.43 - Circumscriptia electorala pentru cetatenii români cu domiciliul în afara tarii,/photos/portraits/dep-3-dumitrita-albu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=3&cam=2&leg=2024,true,approved
dep-127-dumitrita-gliga,Dumitriţa Gliga,dumitrita-gliga,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.28 MUREŞ,/photos/portraits/dep-127-dumitrita-gliga.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=127&cam=2&leg=2024,true,approved
dep-70-dumitru-coarna,Dumitru Coarnă,dumitru-coarna,SOS,S.O.S.,Camera Deputatilor,circumscriptia electorala nr.42 BUCUREŞTI,/photos/portraits/dep-70-dumitru-coarna.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=70&cam=2&leg=2024,true,approved
dep-301-dumitru-tilea,Dumitru Tilea,dumitru-tilea,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.36 TELEORMAN,/photos/portraits/dep-301-dumitru-tilea.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=301&cam=2&leg=2024,true,approved
dep-311-dumitru-tiplea,Dumitru Ţiplea,dumitru-tiplea,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.5 BIHOR,/photos/portraits/dep-311-dumitru-tiplea.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=311&cam=2&leg=2024,true,approved
dep-317-dumitru-vaduva,Dumitru Văduva,dumitru-vaduva,USR,USR,Camera Deputatilor,circumscriptia electorala nr.25 ILFOV,/photos/portraits/dep-317-dumitru-vaduva.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=317&cam=2&leg=2024,true,approved
dep-292-ecaterina-mariana-szoke,Ecaterina-Mariana Szőke,ecaterina-mariana-szoke,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.18 GALAŢI,/photos/portraits/dep-292-ecaterina-mariana-szoke.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=292&cam=2&leg=2024,true,approved
dep-199-eduard-tatian-mititelu,Eduard-Tatian Mititelu,eduard-tatian-mititelu,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.7 BOTOŞANI,/photos/portraits/dep-199-eduard-tatian-mititelu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=199&cam=2&leg=2024,true,approved
dep-162-eduard-virgil-koler,Eduard-Virgil Koler,eduard-virgil-koler,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.27 MEHEDINŢI,/photos/portraits/dep-162-eduard-virgil-koler.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=162&cam=2&leg=2024,true,approved
dep-91-elena-dobos,Elena Doboş,elena-dobos,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.38 TULCEA,/photos/portraits/dep-91-elena-dobos.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=91&cam=2&leg=2024,true,approved
dep-304-elena-laura-toader,Elena-Laura Toader,elena-laura-toader,SOS,S.O.S.,Camera Deputatilor,circumscriptia electorala nr.38 TULCEA,/photos/portraits/dep-304-elena-laura-toader.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=304&cam=2&leg=2024,true,approved
dep-170-elisabeta-lipa,Elisabeta Lipă,elisabeta-lipa,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.7 BOTOŞANI,/photos/portraits/dep-170-elisabeta-lipa.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=170&cam=2&leg=2024,true,approved
dep-242-eliza-madalina-peta-stefanescu,Eliza-Mădălina Peţa-Ştefănescu,eliza-madalina-peta-stefanescu,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.17 DOLJ,/photos/portraits/dep-242-eliza-madalina-peta-stefanescu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=242&cam=2&leg=2024,true,approved
dep-314-emanuel-dumitru-ungureanu,Emanuel-Dumitru Ungureanu,emanuel-dumitru-ungureanu,USR,USR,Camera Deputatilor,circumscriptia electorala nr.35 SUCEAVA,/photos/portraits/dep-314-emanuel-dumitru-ungureanu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=314&cam=2&leg=2024,true,approved
dep-24-eugen-bejinariu,Eugen Bejinariu,eugen-bejinariu,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.35 SUCEAVA,/photos/portraits/dep-24-eugen-bejinariu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=24&cam=2&leg=2024,true,approved
dep-225-eugen-neata,Eugen Neaţă,eugen-neata,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.40 VÂLCEA,/photos/portraits/dep-225-eugen-neata.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=225&cam=2&leg=2024,true,approved
dep-85-eva-andrea-csep,Éva-Andrea Csép,eva-andrea-csep,UDMR,UDMR,Camera Deputatilor,circumscriptia electorala nr.28 MUREŞ,/photos/portraits/dep-85-eva-andrea-csep.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=85&cam=2&leg=2024,true,approved
dep-263-fabian-cristian-radu,Fabian-Cristian Radu,fabian-cristian-radu,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.34 SIBIU,/photos/portraits/dep-263-fabian-cristian-radu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=263&cam=2&leg=2024,true,approved
dep-50-florin-caragata,Florin Caragaţă,florin-caragata,SOS,S.O.S.,Camera Deputatilor,circumscriptia electorala nr.23 IALOMIŢA,/photos/portraits/dep-50-florin-caragata.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=50&cam=2&leg=2024,true,approved
dep-197-florin-mircea,Florin Mircea,florin-mircea,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.9 BRĂILA,/photos/portraits/dep-197-florin-mircea.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=197&cam=2&leg=2024,true,approved
dep-321-florin-bogdan-velcescu,Florin-Bogdan Velcescu,florin-bogdan-velcescu,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.3 ARGEŞ,/photos/portraits/dep-321-florin-bogdan-velcescu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=321&cam=2&leg=2024,true,approved
dep-271-florin-claudiu-roman,Florin-Claudiu Roman,florin-claudiu-roman,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.1 ALBA,/photos/portraits/dep-271-florin-claudiu-roman.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=271&cam=2&leg=2024,true,approved
dep-256-florin-cornel-popovici,Florin-Cornel Popovici,florin-cornel-popovici,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.37 TIMIŞ,/photos/portraits/dep-256-florin-cornel-popovici.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=256&cam=2&leg=2024,true,approved
dep-68-florin-eugen-cirligea,Florin-Eugen Cîrligea,florin-eugen-cirligea,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.9 BRĂILA,/photos/portraits/dep-68-florin-eugen-cirligea.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=68&cam=2&leg=2024,true,approved
dep-19-florin-ionut-barbu,Florin-Ionuţ Barbu,florin-ionut-barbu,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.30 OLT,/photos/portraits/dep-19-florin-ionut-barbu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=19&cam=2&leg=2024,true,approved
dep-139-gabor-hajdu,Gábor Hajdu,gabor-hajdu,UDMR,UDMR,Camera Deputatilor,circumscriptia electorala nr.21 HARGHITA,/photos/portraits/dep-139-gabor-hajdu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=139&cam=2&leg=2024,true,approved
dep-9-gabriel-andronache,Gabriel Andronache,gabriel-andronache,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.8 BRAŞOV,/photos/portraits/dep-9-gabriel-andronache.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=9&cam=2&leg=2024,true,approved
dep-108-gabriel-florinel-florea,Gabriel-Florinel Florea,gabriel-florinel-florea,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.36 TELEORMAN,/photos/portraits/dep-108-gabriel-florinel-florea.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=108&cam=2&leg=2024,true,approved
dep-257-gabriela-porumboiu,Gabriela Porumboiu,gabriela-porumboiu,POT,POT,Camera Deputatilor,circumscriptia electorala nr.17 DOLJ,/photos/portraits/dep-257-gabriela-porumboiu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=257&cam=2&leg=2024,true,approved
dep-102-gabriela-corina-ene,Gabriela-Corina Ene,gabriela-corina-ene,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.5 BIHOR,/photos/portraits/dep-102-gabriela-corina-ene.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=102&cam=2&leg=2024,true,approved
dep-23-george-becali,George Becali,george-becali,NEAFILIATI,Neafiliati,Camera Deputatilor,circumscriptia electorala nr.42 BUCUREŞTI,/photos/portraits/dep-23-george-becali.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=23&cam=2&leg=2024,true,approved
dep-295-george-catalin-serban,George Cătălin Şerban,george-catalin-serban,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.31 PRAHOVA,/photos/portraits/dep-295-george-catalin-serban.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=295&cam=2&leg=2024,true,approved
dep-125-george-gima,George Gima,george-gima,USR,USR,Camera Deputatilor,circumscriptia electorala nr.14 CONSTANŢA,/photos/portraits/dep-125-george-gima.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=125&cam=2&leg=2024,true,approved
dep-276-george-scarlat,George Scarlat,george-scarlat,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.18 GALAŢI,/photos/portraits/dep-276-george-scarlat.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=276&cam=2&leg=2024,true,approved
dep-252-george-adrian-popa,George-Adrian Popa,george-adrian-popa,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.4 BACĂU,/photos/portraits/dep-252-george-adrian-popa.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=252&cam=2&leg=2024,true,approved
dep-34-george-madalin-bors,George-Mădălin Borş,george-madalin-bors,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.36 TELEORMAN,/photos/portraits/dep-34-george-madalin-bors.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=34&cam=2&leg=2024,true,approved
dep-224-george-mihail-neamtu,George-Mihail Neamţu,george-mihail-neamtu,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.5 BIHOR,/photos/portraits/dep-224-george-mihail-neamtu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=224&cam=2&leg=2024,true,approved
dep-181-george-nicolae-marussi,George-Nicolae Marussi,george-nicolae-marussi,USR,USR,Camera Deputatilor,circumscriptia electorala nr.31 PRAHOVA,/photos/portraits/dep-181-george-nicolae-marussi.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=181&cam=2&leg=2024,true,approved
dep-279-george-nicolae-simion,George-Nicolae Simion,george-nicolae-simion,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.42 BUCUREŞTI,/photos/portraits/dep-279-george-nicolae-simion.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=279&cam=2&leg=2024,true,approved
dep-16-georgel-badiu,Georgel Badiu,georgel-badiu,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.41 VRANCEA,/photos/portraits/dep-16-georgel-badiu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=16&cam=2&leg=2024,true,approved
dep-141-georgeta-carmen-holban,Georgeta-Carmen Holban,georgeta-carmen-holban,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.16 DÂMBOVIŢA,/photos/portraits/dep-141-georgeta-carmen-holban.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=141&cam=2&leg=2024,true,approved
dep-216-gheorghe-nacov,Gheorghe Nacov,gheorghe-nacov,MINORITATI,Minoritati,Camera Deputatilor,,/photos/portraits/dep-216-gheorghe-nacov.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=216&cam=2&leg=2024,true,approved
dep-117-gheorghe-daniel-georgescu,Gheorghe-Daniel Georgescu,gheorghe-daniel-georgescu,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.14 CONSTANŢA,/photos/portraits/dep-117-gheorghe-daniel-georgescu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=117&cam=2&leg=2024,true,approved
dep-245-gheorghe-petru-piclisan,Gheorghe-Petru Pîclişan,gheorghe-petru-piclisan,NEAFILIATI,Neafiliati,Camera Deputatilor,circumscriptia electorala nr.7 BOTOŞANI,/photos/portraits/dep-245-gheorghe-petru-piclisan.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=245&cam=2&leg=2024,true,approved
dep-266-gheorghe-valentin-raducea,Gheorghe-Valentin Răducea,gheorghe-valentin-raducea,POT,POT,Camera Deputatilor,circumscriptia electorala nr.35 SUCEAVA,/photos/portraits/dep-266-gheorghe-valentin-raducea.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=266&cam=2&leg=2024,true,approved
dep-171-ghervazen-longher,Ghervazen Longher,ghervazen-longher,MINORITATI,Minoritati,Camera Deputatilor,,/photos/portraits/dep-171-ghervazen-longher.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=171&cam=2&leg=2024,true,approved
dep-296-gianina-serban,Gianina Şerban,gianina-serban,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.25 ILFOV,/photos/portraits/dep-296-gianina-serban.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=296&cam=2&leg=2024,true,approved
dep-297-gigel-sorinel-stirbu,Gigel-Sorinel Ştirbu,gigel-sorinel-stirbu,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.30 OLT,/photos/portraits/dep-297-gigel-sorinel-stirbu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=297&cam=2&leg=2024,true,approved
dep-122-giureci-slobodan-ghera,Giureci-Slobodan Ghera,giureci-slobodan-ghera,MINORITATI,Minoritati,Camera Deputatilor,,/photos/portraits/dep-122-giureci-slobodan-ghera.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=122&cam=2&leg=2024,true,approved
dep-115-gratiela-leocadia-gavrilescu,Graţiela Leocadia Gavrilescu,gratiela-leocadia-gavrilescu,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.31 PRAHOVA,/photos/portraits/dep-115-gratiela-leocadia-gavrilescu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=115&cam=2&leg=2024,true,approved
dep-160-hunor-kelemen,Hunor Kelemen,hunor-kelemen,UDMR,UDMR,Camera Deputatilor,circumscriptia electorala nr.21 HARGHITA,/photos/portraits/dep-160-hunor-kelemen.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=160&cam=2&leg=2024,true,approved
dep-305-ilie-toma,Ilie Toma,ilie-toma,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.22 HUNEDOARA,/photos/portraits/dep-305-ilie-toma.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=305&cam=2&leg=2024,true,approved
dep-72-ilie-alin-colesa,Ilie-Alin Coleşa,ilie-alin-colesa,AUR,AUR,Camera Deputatilor,circumscriptia electorala nr.13 CLUJ,/photos/portraits/dep-72-ilie-alin-colesa.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=72&cam=2&leg=2024,true,approved
dep-79-ilie-aurelian-cotinescu,Ilie-Aurelian Cotinescu,ilie-aurelian-cotinescu,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.16 DÂMBOVIŢA,/photos/portraits/dep-79-ilie-aurelian-cotinescu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=79&cam=2&leg=2024,true,approved
dep-17-ioan-balan,Ioan Balan,ioan-balan,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.35 SUCEAVA,/photos/portraits/dep-17-ioan-balan.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=17&cam=2&leg=2024,true,approved
dep-169-ioan-lazaroi,Ioan Lăzăroi,ioan-lazaroi,SOS,S.O.S.,Camera Deputatilor,circumscriptia electorala nr.35 SUCEAVA,/photos/portraits/dep-169-ioan-lazaroi.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=169&cam=2&leg=2024,true,approved
dep-190-ioan-mihalcea,Ioan Mihalcea,ioan-mihalcea,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.42 BUCUREŞTI,/photos/portraits/dep-190-ioan-mihalcea.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=190&cam=2&leg=2024,true,approved
dep-324-ioan-vulpescu,Ioan Vulpescu,ioan-vulpescu,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.25 ILFOV,/photos/portraits/dep-324-ioan-vulpescu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=324&cam=2&leg=2024,true,approved
dep-133-ioana-grosaru,Ioana Grosaru,ioana-grosaru,NEAFILIATI,Neafiliati,Camera Deputatilor,,/photos/portraits/dep-133-ioana-grosaru.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=133&cam=2&leg=2024,true,approved
dep-153-ion-iordache,Ion Iordache,ion-iordache,PNL,PNL,Camera Deputatilor,circumscriptia electorala nr.20 GORJ,/photos/portraits/dep-153-ion-iordache.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=153&cam=2&leg=2024,true,approved
dep-274-ion-samoila,Ion Samoilă,ion-samoila,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.12 CĂLĂRAŞI,/photos/portraits/dep-274-ion-samoila.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=274&cam=2&leg=2024,true,approved
dep-306-ion-alin-tomoescu,Ion-Alin Tomoescu,ion-alin-tomoescu,PSD,PSD,Camera Deputatilor,circumscriptia electorala nr.27 MEHEDINŢI,/photos/portraits/dep-306-ion-alin-tomoescu.jpg,https://www.cdep.ro/ords/pls/parlam/structura2015.mp?idm=306&cam=2&leg=2024,true,approved
